UserID,Role,KnownSkills,RequiredSkills,RoleDescription
U101697,Frontend Developer,"TypeScript, CSS","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101698,Business Analyst,Tableau,"Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101699,UI/UX Designer,User Research,"Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101700,Blockchain Developer,"Crypto Wallets, Smart Contracts, Solidity","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101701,Full Stack Developer,JavaScript,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101702,Machine Learning Engineer,"MLflow, PyTorch, Scikit-learn","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101703,Cybersecurity Analyst,Network Security,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101704,Frontend Developer,"JavaScript, CSS, HTML, Redux","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101705,Backend Developer,"REST APIs, Hibernate, PostgreSQL, SQL, Java","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U101706,Mobile App Developer,React Native,"Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101707,AI Engineer,"Neural Networks, TensorFlow, NLP, Deep Learning","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U101708,Product Manager,"User Stories, MVP, Roadmapping, Wireframing, Analytics","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101709,QA Engineer,"Postman, TestNG, Automation, Selenium, Manual Testing","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101710,Product Manager,"Stakeholder Communication, Analytics","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101711,Game Developer,"Unity, Unreal Engine, C#, Game Physics, 3D Modeling","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101712,AI Engineer,"Computer Vision, Neural Networks, TensorFlow, Python, Deep Learning","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U101713,Product Manager,Roadmapping,"Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101714,Cybersecurity Analyst,Python,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101715,Blockchain Developer,"Ethereum, Crypto Wallets","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101716,Blockchain Developer,"Ethereum, Truffle, Smart Contracts","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101717,Cloud Engineer,Linux,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101718,Product Manager,"Analytics, User Stories, Wireframing, MVP, Roadmapping","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101719,AI Engineer,Neural Networks,"Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U101720,UI/UX Designer,"Prototyping, Sketch, Wireframing","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101721,Data Engineer,"Airflow, Apache Spark, ETL, SQL, Hadoop","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101722,Backend Developer,REST APIs,"Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U101723,UI/UX Designer,Figma,"Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101724,Game Developer,Blender,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101725,Frontend Developer,TypeScript,"HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101726,Scrum Master,"Scrum, Jira","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101727,Data Scientist,"Pandas, Scikit-learn","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101728,Data Scientist,"SQL, Scikit-learn","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101729,Mobile App Developer,"Flutter, Java","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101730,Scrum Master,"Jira, Agile, Retrospectives","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101731,Business Analyst,"Business Strategy, Tableau","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101732,Game Developer,Game Physics,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101733,Backend Developer,"SQL, PostgreSQL, Spring Boot, Java","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U101734,Site Reliability Engineer,"Grafana, SLAs","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101735,Business Analyst,"Stakeholder Management, Excel, Tableau, Power BI","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101736,Business Analyst,"Stakeholder Management, Power BI, Tableau, Business Strategy, SQL","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101737,Full Stack Developer,"HTML, Node.js, Express.js","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101738,Full Stack Developer,"HTML, MongoDB, Express.js, JavaScript","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101739,Blockchain Developer,"Web3.js, Truffle","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101740,Product Manager,"MVP, Stakeholder Communication, Analytics, Roadmapping, User Stories","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101741,Data Engineer,"Apache Spark, Python, SQL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101742,Machine Learning Engineer,"Scikit-learn, PyTorch, Model Deployment, MLflow, Python","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101743,Data Engineer,"Python, ETL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101744,Data Engineer,"Apache Spark, Airflow, SQL, ETL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101745,Business Analyst,"Excel, SQL, Stakeholder Management","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101746,Cloud Engineer,CloudFormation,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101747,Scrum Master,"Jira, Retrospectives, Scrum","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
